course,subject,difficult_level,num_subscribers
Gitarre spielen wie die Profis,Musical Instruments,Beginner Level,1981
The Best Beginner Guitar Course Ever,Musical Instruments,Beginner Level,1976
Accounting for Beginners : Learn Basics in under 1 Hour,Business Finance,Beginner Level,1971
Coding Made Easy: A Beginners Guide To JavaScript,Web Development,Beginner Level,1950
XML For Absolute Beginners: Learn to create your own tags,Web Development,Beginner Level,1945
Basics of Economics For Beginners A to Z - A Complete Course,Business Finance,Beginner Level,1942
How to become an App Developer,Web Development,Beginner Level,1935
Effective iOS & Android App Icon Design,Graphic Design,Beginner Level,1933
"Accounting Basics by Hector Garcia, CPA",Business Finance,Beginner Level,1924
Introduction to Accounting : Mastering Financial Statements,Business Finance,Beginner Level,1916
Learn PHP from scratch!!,Web Development,Beginner Level,1908
Build an HTML5 and CSS3 Website in 35 Minutes,Web Development,Beginner Level,1904
Aprendiendo Piano: Ejercicios de calentamiento,Musical Instruments,Beginner Level,1876
Typography Fundamentals - Feel confident with type!,Graphic Design,Beginner Level,1873
WordPress Academy: Learn WordPress step by step,Web Development,Beginner Level,1873
Basic Piano Hymn Playing,Musical Instruments,Beginner Level,1842
"Server API Development in Swift, Kitura, & Bluemix",Web Development,Beginner Level,1827
MetaTrader4 Platform Training,Business Finance,Beginner Level,1819
Quick & Easy Piano Chords: Play more songs with more chords,Musical Instruments,Beginner Level,1818
Drumming for Beginners - Simple Way To Learn How To Drum,Musical Instruments,Beginner Level,1814
Succeed in Forex Even if You Don't Know Where to Start!,Business Finance,Beginner Level,1806
Introducción a las Finanzas,Business Finance,Beginner Level,1798
How To Build A Facebook Messenger Chat Bot From Scratch,Web Development,Beginner Level,1798
Introductory Financial Accounting,Business Finance,Beginner Level,1793
Learn How to Improvise on Guitar in 30 Days,Musical Instruments,Beginner Level,1788
WordPress : An Overview,Web Development,Beginner Level,1783
How To Create Amazing Cinemagraphs with Microsoft PowerPoint,Graphic Design,Beginner Level,1782
Forex for Beginners: Easy Forex Trading for Beginners,Business Finance,Beginner Level,1780
Getting Started with LESS - Beginner Crash Course,Web Development,Beginner Level,1780
Self Advertise Using PowerPoint Twitter and Facebook on ios,Web Development,Beginner Level,1780
HTML and CSS BootCamp for Beginners,Web Development,Beginner Level,1777
Cost Accounting Basics (Professional Course Level),Business Finance,Beginner Level,1777
First Steps to Trading the Forexmarkets : Technical Analysis,Business Finance,Beginner Level,1772
Wordpress - Create an Outstanding Website in 2 hours,Web Development,Beginner Level,1772
Google Blogger : How to Create a Blog,Web Development,Beginner Level,1763
Develop a Professional OnePage WordPress site With No Coding,Web Development,Beginner Level,1747
Mastering Photoshop Elements 13 Made Easy Training Tutorial,Graphic Design,Beginner Level,1738
Learn SASS: from beginner to expert,Web Development,Beginner Level,1734
Playing Piano : Reading and Playing Classical Tunes Vol.I,Musical Instruments,Beginner Level,1732
"Binary Options: Trading Strategies, 90% Accuracy and Signals",Business Finance,Beginner Level,1723
Learn Piano Scales: Play any song in any key! Like Pro's do,Musical Instruments,Beginner Level,1720
BUSINESS CARD DESIGN IN POWERPOINT,Graphic Design,Beginner Level,1710
JSON For Beginners: A Very Basic Introduction,Web Development,Beginner Level,1703
WordPress for Beginners - Build Your First Website in 2017,Web Development,Beginner Level,1701
Web Application Development - Learn by Building 3 Web Apps,Web Development,Beginner Level,1688
Forex Trading For Beginners: Technical Trading,Business Finance,Beginner Level,1685
Photoshop Quickstart Guide to Digital Sketching,Graphic Design,Beginner Level,1679
Learn Inkscape : Design Logos and Game Arts,Graphic Design,Beginner Level,1675
Invierte en la Bolsa Mexicana y de USA,Business Finance,Beginner Level,1673
Learn HTML - The programming language to build a webpage!,Web Development,Beginner Level,1655
DesktopServer : Install WordPress Locally  - Work Anywhere!,Web Development,Beginner Level,1640
Piano Playing: Reading and Playing Classical Tunes Vol.II,Musical Instruments,Beginner Level,1638
Drums for Beginners,Musical Instruments,Beginner Level,1618
JavaScript manipulation of the DOM Document Object Model,Web Development,Beginner Level,1618
Getting Started with WordPress 2016,Web Development,Beginner Level,1613
HTML and CSS for Beginning Web Developers,Web Development,Beginner Level,1606
"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",Musical Instruments,Beginner Level,1605
How to Create awesome Cinema-graph With Adobe Photoshop?,Graphic Design,Beginner Level,1602
Drumming Accelerator: How To Get The Best Start Possible,Musical Instruments,Beginner Level,1594
Learn React : The World's Most Lucrative JavaScript Library,Web Development,Beginner Level,1591
WordPress Plugin Tutorial,Web Development,Beginner Level,1588
Introduction to Java Programming for Online Learners,Web Development,Beginner Level,1586
Introducción al trading de opciones,Business Finance,Beginner Level,1573
Drawing Cartoony Characters,Graphic Design,Beginner Level,1564
Learn React JS from scratch,Web Development,Beginner Level,1562
"Essential HTML, CSS & HTML5 Training",Web Development,Beginner Level,1553
NPV and IRR Techniques for CA / CFA / CPA Exams,Business Finance,Beginner Level,1551
Learn PHP from Scratch,Web Development,Beginner Level,1550
Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,Musical Instruments,Beginner Level,1548
HTML and CSS Foundations,Web Development,Beginner Level,1544
"How to Register a Domain, Set Up Hosting, and Edit Web Pages",Web Development,Beginner Level,1540
Investing And Trading For Beginners: Mastering Price Charts,Business Finance,Beginner Level,1540
FLAT ICON DESIGN IN POWERPOINT,Graphic Design,Beginner Level,1534
Core Concepts in HTML 5,Web Development,Beginner Level,1532
The Actuarial Profession: Basic Sciences and Principles,Business Finance,Beginner Level,1531
Blender Modelling Series - Volume Two,Graphic Design,Beginner Level,1526
Learn to Draw Pretty Faces for Comic Books,Graphic Design,Beginner Level,1522
Ruby on Rails 4---A Test-Driven Approach,Web Development,Beginner Level,1518
Options Trading 101: The Basics,Business Finance,Beginner Level,1514
Discover Classical Guitar Level 1,Musical Instruments,Beginner Level,1513
Creating an animated greeting card via Google Slides,Graphic Design,Beginner Level,1504
How to Build a Massive Retirement Plan from Scratch!,Business Finance,Beginner Level,1498
Learn by Example : ReactJS,Web Development,Beginner Level,1496
Learn Guitar: Zero to Guitar Fingerpicking in 30 days,Musical Instruments,Beginner Level,1495
Introduction to Financial Statement Analysis,Business Finance,Beginner Level,1480
Drupal for Beginners,Web Development,Beginner Level,1478
Playing Piano:  Popular Pieces Vol. II,Musical Instruments,Beginner Level,1472
Master Adobe Photoshop Lightroom CC - From Beginner to Advan,Graphic Design,Beginner Level,1468
Learn How to Play CashFlow Game,Business Finance,Beginner Level,1459
The Fastest Way to Create a Website Using Godaddy,Web Development,Beginner Level,1454
Fundamentals of Character Design: From Concept to Vector,Graphic Design,Beginner Level,1452
Interpreting Financial Statements,Business Finance,Beginner Level,1449
Install Wordpress,Web Development,Beginner Level,1447
Accounting 2 Simplified for You,Business Finance,Beginner Level,1446
SAP FICO For Beginners - A Guide to SAP Financial Accounts,Business Finance,Beginner Level,1444
Easily Learn Web Development With Drop & Drag: OptimizePress,Web Development,Beginner Level,1442
Take Control By Learning The Stock Market Now,Business Finance,Beginner Level,1440
Learn By Example: PHP For Dynamic Websites,Web Development,Beginner Level,1439
Fix Google's New 'Not Secure' Warning with Let's Encrypt!,Web Development,Beginner Level,1437
"Accounting Superpowers: Learn Accounts, Understand Business!",Business Finance,Beginner Level,1437
Adobe Illustrator Course in Urdu Basics Level Training,Graphic Design,Beginner Level,1433
"Piano: Learn 48 chords in 1 hour,  and always remember how",Musical Instruments,Beginner Level,1424
Forex Trading -  Learn to Trade From Scratch!,Business Finance,Beginner Level,1423
Adobe Illustrator: Create a Quick & Easy Unique Illustration,Graphic Design,Beginner Level,1418
Getting started with JavaScript,Web Development,Beginner Level,1415
Fun Beginner Ukulele Course,Musical Instruments,Beginner Level,1409
Website Builder Software Previews,Web Development,Beginner Level,1406
"Learn to Code in HTML5, CSS3, and JavaScript",Web Development,Beginner Level,1404
Essentials of Finance and Investment in 2 hours,Business Finance,Beginner Level,1403
Learn Basics Of Adobe Illustrator,Graphic Design,Beginner Level,1401
CFA: Fast Track your career in Finance,Business Finance,Beginner Level,1393
Financial Statements Basics,Business Finance,Beginner Level,1374
Adobe Photoshop Essentials: Master Adobe Photoshop CS6,Graphic Design,Beginner Level,1373
Introduction to Node.js for Beginners,Web Development,Beginner Level,1367
Surviving Introduction to Finance,Business Finance,Beginner Level,1362
How to Draw and Sketch for Beginners,Graphic Design,Beginner Level,1360
Create Mobile App Design from Scratch in Photoshop,Graphic Design,Beginner Level,1359
Graphic design - The Quick Guide,Graphic Design,Beginner Level,1350
Learn Python Django - A Hands-On Course,Web Development,Beginner Level,1339
How To Sell Your Art Online With ETSY,Graphic Design,Beginner Level,1338
Step by Step Tabla Course- Indian Drums,Musical Instruments,Beginner Level,1337
Teaching Music : Start teaching an instrument successfully.,Musical Instruments,Beginner Level,1337
Financial Modeling in Excel for Startups,Business Finance,Beginner Level,1334
Photoshop: Learn Digital Painting Basics in Photoshop,Graphic Design,Beginner Level,1332
Ninja Chord Changes - Master your guitar chord changes,Musical Instruments,Beginner Level,1327
The Complete Figure Drawing Course HD,Graphic Design,Beginner Level,1323
Forex SOS Course: Trading Tweaks And Working Forex Strategy,Business Finance,Beginner Level,1315
Trading: Basics of Trading for Beginners,Business Finance,Beginner Level,1309
Forex Prep Academy for Beginners-Real trades!,Business Finance,Beginner Level,1303
Star Rating Project AJAX with JSON response from PHP MySQL,Web Development,Beginner Level,1302
JavaScript Complete Guide to learning JavaScript,Web Development,Beginner Level,1296
Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,Business Finance,Beginner Level,1294
How to Create Kindle & Ebook Covers with Canva,Graphic Design,Beginner Level,1279
Curso de Day Trader para Iniciantes,Business Finance,Beginner Level,1278
MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,Business Finance,Beginner Level,1278
Learn Adobe Photoshop from scratch to professional,Graphic Design,Beginner Level,1276
Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,Graphic Design,Beginner Level,1275
JavaScript from Scratch for Very Beginners,Web Development,Beginner Level,1272
Code a Responsive Website Using HTML5 and CSS for Beginners,Web Development,Beginner Level,1271
Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,Web Development,Beginner Level,1270
Learn How To Design a Logo in Adobe Illustrator in 30 Mins,Graphic Design,Beginner Level,1270
The 80/20 Beginner Guitar Course,Musical Instruments,Beginner Level,1269
Piano for Complete Beginners: Learn your first song today!,Musical Instruments,Beginner Level,1268
Bookkeeping Made Easy,Business Finance,Beginner Level,1263
Drupal Views: Introduction to Enhancing Your Drupal Website,Web Development,Beginner Level,1262
"YOU can Draw, Shade and Paint a Mixed Media Girl...today!",Graphic Design,Beginner Level,1249
How To Invest With Tiny Capital In Stocks ?,Business Finance,Beginner Level,1239
Financial Statements Analysis: Learn to Invest Like a Pro!,Business Finance,Beginner Level,1237
Introducción a la Contabilidad,Business Finance,Beginner Level,1235
Typography 101: Picking the Right Fonts for Business Success,Graphic Design,Beginner Level,1224
16 Guitar Chords to Jam With - (Beginner - Intermediate),Musical Instruments,Beginner Level,1224
